yyyy, mm, dd, hour, min, seg, altura, periodo, direcao
1963, 9, 14, 9, 0, 0, 1.9, 8.0, 120.0
1963, 9, 14, 21, 0, 0, 1.9, 8.0, 120.0
1963, 9, 15, 9, 0, 0, 1.4, 8.0, 120.0
1963, 9, 15, 21, 0, 0, 1.3, 8.0, 120.0
1963, 9, 16, 9, 0, 0, 1.2, 8.0, 110.0
1963, 9, 16, 21, 0, 0, 1.2, 8.0, 100.0
1963, 9, 17, 9, 0, 0, 0.9, 9.0, 95.0
1963, 9, 17, 21, 0, 0, 1.1, 9.0, 95.0
1963, 9, 18, 9, 0, 0, 1.0, 9.0, 95.0
1963, 9, 18, 21, 0, 0, 1.0, 10.0, 90.0
1963, 9, 19, 9, 0, 0, 1.3, 10.0, 80.0
1963, 9, 19, 21, 0, 0, 1.8, 6.0, 80.0
1963, 9, 20, 9, 0, 0, 2.3, 7.0, 75.0
1963, 9, 20, 21, 0, 0, 2.0, 8.0, 75.0
2006, 11, 24, 18, 54, 0, 0.91, 5.8, 98.47
2006, 11, 24, 22, 19, 0, 0.84, 4.5, 102.64
2006, 11, 25, 1, 27, 0, 0.7, 6.5, 72.55
2006, 11, 25, 4, 26, 0, 0.64, 7.2, 66.64
2006, 11, 25, 7, 21, 0, 0.8, 5.8, 87.4
2006, 11, 25, 10, 17, 0, 0.88, 5.9, 98.89
2006, 11, 25, 13, 18, 0, 0.72, 6.3, 79.36
2006, 11, 25, 16, 18, 0, 0.6, 6.6, 65.33
2006, 11, 25, 19, 22, 0, 0.54, 6.9, 56.56
2006, 11, 25, 22, 22, 0, 0.6, 6.7, 63.42
2006, 11, 26, 1, 21, 0, 0.55, 6.1, 58.52
2006, 11, 26, 4, 21, 0, 0.52, 6.1, 56.32
2006, 11, 26, 7, 21, 0, 0.56, 5.9, 60.99
2006, 11, 26, 10, 18, 0, 0.52, 5.9, 56.74
2006, 11, 26, 13, 16, 0, 0.55, 5.1, 64.02
2006, 11, 26, 16, 16, 0, 0.79, 4.4, 88.05
2006, 11, 26, 19, 17, 0, 1.08, 4.9, 122.16
2006, 11, 26, 22, 19, 0, 1.63, 5.5, 177.25
2006, 11, 27, 1, 21, 0, 1.81, 6.2, 193.12
2006, 11, 27, 4, 21, 0, 1.68, 6.1, 180.99
2006, 11, 27, 7, 21, 0, 1.75, 6.5, 186.38
2006, 11, 27, 10, 21, 0, 1.73, 6.2, 185.7
2006, 11, 27, 13, 22, 0, 1.7, 6.1, 180.01
2006, 11, 27, 16, 20, 0, 1.67, 5.9, 182.9
2006, 11, 27, 19, 21, 0, 1.77, 5.8, 191.55
2006, 11, 27, 22, 20, 0, 1.79, 6.0, 193.5
2006, 11, 28, 1, 21, 0, 1.9, 6.3, 202.57
2006, 11, 28, 4, 20, 0, 1.97, 6.0, 215.71
2006, 11, 28, 7, 21, 0, 1.75, 5.9, 190.48
2006, 11, 28, 10, 20, 0, 1.84, 6.2, 190.56
2006, 11, 28, 13, 20, 0, 1.6, 5.8, 171.86
2006, 11, 28, 16, 19, 0, 1.69, 5.7, 177.52
